Release Date,Season,Episode,Episode Title,Name,Sentence
2016-05-01,Season 6,Episode 2,Home,Alliser Thorne,Come on
2016-05-01,Season 6,Episode 2,Home,Alliser Thorne,Attack!
2016-05-01,Season 6,Episode 2,Home,Alliser Thorne,"Fight, you cowards!"
2016-05-01,Season 6,Episode 2,Home,Alliser Thorne,You fucking traitor
2016-05-01,Season 6,Episode 2,Home,Alliser Thorne,For thousands of years the Night's Watch has held Castle Black against the Wildlings
2016-05-01,Season 6,Episode 2,Home,Cersei Lannister,Get out of my way
2016-05-01,Season 6,Episode 2,Home,Cersei Lannister,What are the king's orders?
2016-05-01,Season 6,Episode 2,Home,Cersei Lannister,You're barring me from attending my own daughter's funeral?
2016-05-01,Season 6,Episode 2,Home,Cersei Lannister,I would like to speak to my son
2016-05-01,Season 6,Episode 2,Home,Jaime Lannister,Almost
2016-05-01,Season 6,Episode 2,Home,Jaime Lannister,Your mother wouldn't do that
2016-05-01,Season 6,Episode 2,Home,Jaime Lannister,Are you angry with her?
2016-05-01,Season 6,Episode 2,Home,Jaime Lannister,Then why didn't you let her come? She has every right to be here
2016-05-01,Season 6,Episode 2,Home,Jaime Lannister,"They're not putting your mother in a cell ever again Not while I'm here Why haven't you gone to see her? Everything she endured, she did it for you"
2016-05-01,Season 6,Episode 2,Home,Jaime Lannister,Why not?
2016-05-01,Season 6,Episode 2,Home,Jaime Lannister,We all fail sometimes
2016-05-01,Season 6,Episode 2,Home,Jaime Lannister,Go and see your mother and ask her to forgive you
2016-05-01,Season 6,Episode 2,Home,Jaime Lannister,"Go and see your mother, Tommen"
2016-05-01,Season 6,Episode 2,Home,Jaime Lannister,You're a bold man
2016-05-01,Season 6,Episode 2,Home,Jaime Lannister,You must long for the next life
2016-05-01,Season 6,Episode 2,Home,Jaime Lannister,You imprisoned and humiliated my sister
2016-05-01,Season 6,Episode 2,Home,Jaime Lannister,What about my sins?
2016-05-01,Season 6,Episode 2,Home,Jaime Lannister,"I broke a sacred oath and stabbed my king in the back I killed my own cousin When the gods judged my brother guilty, I helped him escape their justice What atonement do I deserve?"
2016-05-01,Season 6,Episode 2,Home,Jaime Lannister,"Oh, the gods won't mind They've spilled more blood than the rest of us combined"
2016-05-01,Season 6,Episode 2,Home,Jaime Lannister,They should be closer if you mean for them to save you
2016-05-01,Season 6,Episode 2,Home,Jaime Lannister,I've fought against worse odds
2016-05-01,Season 6,Episode 2,Home,Cersei Lannister,Did they put her in the red gown or the gold?
2016-05-01,Season 6,Episode 2,Home,Cersei Lannister,Good It was always her color
2016-05-01,Season 6,Episode 2,Home,Cersei Lannister,I understand I'm glad to see you
2016-05-01,Season 6,Episode 2,Home,Cersei Lannister,It's all right
2016-05-01,Season 6,Episode 2,Home,Cersei Lannister,Always
2016-05-01,Season 6,Episode 2,Home,Tyrion Lannister,"If I lost my cock, I'd drink all the time"
2016-05-01,Season 6,Episode 2,Home,Tyrion Lannister,"Meaning no offense He makes dwarf jokes, I make eunuch jokes"
2016-05-01,Season 6,Episode 2,Home,Varys,I do not make dwarf jokes
2016-05-01,Season 6,Episode 2,Home,Tyrion Lannister,You think them
2016-05-01,Season 6,Episode 2,Home,Varys,"So, the fleet It's been burned"
2016-05-01,Season 6,Episode 2,Home,Grey Worm,"We are searching for the men who burned the ships, but nobody saw anything"
2016-05-01,Season 6,Episode 2,Home,Tyrion Lannister,Surely there's some good news lurking somewhere
2016-05-01,Season 6,Episode 2,Home,Varys,Astapor and Yunkai have stopped asking us for aid
2016-05-01,Season 6,Episode 2,Home,Tyrion Lannister,Perhaps they can tell us their secret
2016-05-01,Season 6,Episode 2,Home,Varys,"The Masters have retaken both cities Outside of Meereen, the whole of Slaver's Bay has returned to the slavers"
2016-05-01,Season 6,Episode 2,Home,Tyrion Lannister,What about the dragons? We have two of them here beneath the pyramid
2016-05-01,Season 6,Episode 2,Home,Missandei,They are not eating They haven't touched any food since Queen Daenerys left
2016-05-01,Season 6,Episode 2,Home,Tyrion Lannister,"Daenerys is the dragon queen Can't very well let the dragons starve, that's obvious"
2016-05-01,Season 6,Episode 2,Home,Grey Worm,"If a dragon does not want to eat, how do you force him to eat?"
2016-05-01,Season 6,Episode 2,Home,Tyrion Lannister,Dragons do not do well in captivity
2016-05-01,Season 6,Episode 2,Home,Missandei,How do you know this?
2016-05-01,Season 6,Episode 2,Home,Tyrion Lannister,That's what I do I drink and I know things
2016-05-01,Season 6,Episode 2,Home,Tyrion Lannister,"The dragons Aegon used to conquer Westeros ranged over hundreds of miles Then Daenerys's ancestors started chaining them up in pens A few generations later, the last dragons were no larger than cats They must be unchained or they'll waste away Missandei, how many times were you in the company of these dragons?"
2016-05-01,Season 6,Episode 2,Home,Missandei,Many times
2016-05-01,Season 6,Episode 2,Home,Tyrion Lannister,And did they ever harm you?
2016-05-01,Season 6,Episode 2,Home,Missandei,Never
2016-05-01,Season 6,Episode 2,Home,Tyrion Lannister,Dragons are intelligent More intelligent than men according to some maesters They have affection for their friends and fury for their enemies I am their friend
2016-05-01,Season 6,Episode 2,Home,Varys,Do they know that?
2016-05-01,Season 6,Episode 2,Home,Tyrion Lannister,They will It's time they had their supper
2016-05-01,Season 6,Episode 2,Home,Tyrion Lannister,I'm friends with your mother I'm here to help Don't eat the help
2016-05-01,Season 6,Episode 2,Home,Tyrion Lannister,"When I was a child an uncle asked what gift I wanted for my name day I begged him for one of you “It wouldn't even have to be a big dragon,” I told him “It could be little, like me”"
2016-05-01,Season 6,Episode 2,Home,Tyrion Lannister,Everyone laughed like it was the funniest thing they had ever heard Then my father told me the last dragon had died a century ago I cried myself to sleep that night
2016-05-01,Season 6,Episode 2,Home,Tyrion Lannister,But here you are
2016-05-01,Season 6,Episode 2,Home,Tyrion Lannister,"Next time I have an idea like that, punch me in the face"
2016-05-01,Season 6,Episode 2,Home,Arya Stark,No one
2016-05-01,Season 6,Episode 2,Home,Arya Stark,A girl has no name
2016-05-01,Season 6,Episode 2,Home,Ramsay Bolton,They obviously had help
2016-05-01,Season 6,Episode 2,Home,Ramsay Bolton,We know where she's going Her brother's at Castle Black
2016-05-01,Season 6,Episode 2,Home,Ramsay Bolton,"So was I, Father"
2016-05-01,Season 6,Episode 2,Home,Ramsay Bolton,"Castle Black isn't defended on the southern side And the few men left are barely men at all. Farm boys and thieves With a small force we could storm the castle, kill Jon Snow --"
2016-05-01,Season 6,Episode 2,Home,Ramsay Bolton,"We don't need every house in the North. The Umbers, the Manderlys, and the Karstarks command more soldiers than all the other houses combined With their support, none could challenge us"
2016-05-01,Season 6,Episode 2,Home,Ramsay Bolton,"Congratulations, Father I look forward to meeting my new brother"
2016-05-01,Season 6,Episode 2,Home,Ramsay Bolton,Thank you for saying that It means a great deal to me
2016-05-01,Season 6,Episode 2,Home,Ramsay Bolton,"Maester Wolkan, send ravens to all the Northern houses Roose Bolton is dead Poisoned by our enemies"
2016-05-01,Season 6,Episode 2,Home,Ramsay Bolton,How did he die
2016-05-01,Season 6,Episode 2,Home,Ramsay Bolton,Send for Lady Walda and the baby
2016-05-01,Season 6,Episode 2,Home,Ramsay Bolton,There he is
2016-05-01,Season 6,Episode 2,Home,Ramsay Bolton,May I hold him
2016-05-01,Season 6,Episode 2,Home,Ramsay Bolton,Little brother
2016-05-01,Season 6,Episode 2,Home,Ramsay Bolton,"Of course Follow me, Mother"
2016-05-01,Season 6,Episode 2,Home,Ramsay Bolton,Down
2016-05-01,Season 6,Episode 2,Home,Ramsay Bolton,I am Lord Bolton
2016-05-01,Season 6,Episode 2,Home,Ramsay Bolton,I prefer being an only child
2016-05-01,Season 6,Episode 2,Home,Sansa Stark,You don't know which way she went?
2016-05-01,Season 6,Episode 2,Home,Sansa Stark,How did she look
2016-05-01,Season 6,Episode 2,Home,Sansa Stark,"No, she wouldn't be"
2016-05-01,Season 6,Episode 2,Home,Sansa Stark,I shouldo ve gone with you while I had the chance
2016-05-01,Season 6,Episode 2,Home,Theon Greyjoy,We shouldn't be lighting fires It's not safe He won't stop hunting us
2016-05-01,Season 6,Episode 2,Home,Sansa Stark,"We just have to make it to Castle Black Once we're with Jon, Ramsay won't be able to touch us"
2016-05-01,Season 6,Episode 2,Home,Theon Greyjoy,Jon will have me killed the moment I step through the gate
2016-05-01,Season 6,Episode 2,Home,Sansa Stark,I won't let him I'll tell him the truth about Bran and Rickon
2016-05-01,Season 6,Episode 2,Home,Theon Greyjoy,"And the truth about the farm boys I killed in their place The truth about Ser Rodrik, who I beheaded"
2016-05-01,Season 6,Episode 2,Home,Theon Greyjoy,"And the truth about Rob, who I betrayed"
2016-05-01,Season 6,Episode 2,Home,Sansa Stark,"When you take the black, all your crimes are forgiven"
2016-05-01,Season 6,Episode 2,Home,Theon Greyjoy,I don't want to be forgiven I can never make amends to your family for all the things that I've done They'll keep you safer than I ever could
2016-05-01,Season 6,Episode 2,Home,Sansa Stark,You're not coming with us?
2016-05-01,Season 6,Episode 2,Home,Theon Greyjoy,I would have taken you all the way to the Wall I would have died to get you there
2016-05-01,Season 6,Episode 2,Home,Theon Greyjoy,May I take one of the horses?
2016-05-01,Season 6,Episode 2,Home,Sansa Stark,Where will you go?
2016-05-01,Season 6,Episode 2,Home,Theon Greyjoy,Home
2016-05-01,Season 6,Episode 2,Home,Yara Greyjoy,The Glovers have retaken Deepwood Motte
2016-05-01,Season 6,Episode 2,Home,Yara Greyjoy,They died fighting to a man
2016-05-01,Season 6,Episode 2,Home,Yara Greyjoy,What is dead may never die
2016-05-01,Season 6,Episode 2,Home,Yara Greyjoy,But they did and our invasion died with them Deepwood Motte was our last stronghold on the mainland
2016-05-01,Season 6,Episode 2,Home,Yara Greyjoy,Why? For more pinecones and rocks
2016-05-01,Season 6,Episode 2,Home,Yara Greyjoy,"We can defeat anyone at sea, but we'll never hold lands and castles against mainland armies"
2016-05-01,Season 6,Episode 2,Home,Yara Greyjoy,I won't apologize for trying to rescue Theon
2016-05-01,Season 6,Episode 2,Home,Yara Greyjoy,"Where is your kingdom We took those castles because the northerners marched off to war That war is over The last time we provoked them too far, I watched from that window as they breached our walls and knocked down our towers I lost two brothers that day"
2016-05-01,Season 6,Episode 2,Home,Euron Greyjoy,What is dead may never die
2016-05-01,Season 6,Episode 2,Home,Euron Greyjoy,Has the custom changed since I've been gone? Aren't you supposed to repeat the words?
2016-05-01,Season 6,Episode 2,Home,Euron Greyjoy,"I don't mock the Drowned God I am the Drowned God From Oldtown to Qarth, when men see my sails, they pray"
2016-05-01,Season 6,Episode 2,Home,Euron Greyjoy,"You're old, brother You've had your time Now let another rule"
2016-05-01,Season 6,Episode 2,Home,Euron Greyjoy,They did
2016-05-01,Season 6,Episode 2,Home,Euron Greyjoy,I needed silence
2016-05-01,Season 6,Episode 2,Home,Euron Greyjoy,"I am the storm, brother The first storm and the last And you're in my way"
2016-05-01,Season 6,Episode 2,Home,Yara Greyjoy,I'm going to find out who did this I'm going to feed them to the sharks while they live I swear it by the Salt Throne
2016-05-01,Season 6,Episode 2,Home,Yara Greyjoy,My father wouldo ve wanted me to rule
2016-05-01,Season 6,Episode 2,Home,Melisandre,Come in
2016-05-01,Season 6,Episode 2,Home,Melisandre,You interrupt nothing
2016-05-01,Season 6,Episode 2,Home,Melisandre,I will after you tell me
2016-05-01,Season 6,Episode 2,Home,Melisandre,The former Lord Commander
2016-05-01,Season 6,Episode 2,Home,Melisandre,What are you asking
2016-05-01,Season 6,Episode 2,Home,Melisandre,"If you want to help him, leave him be"
2016-05-01,Season 6,Episode 2,Home,Melisandre,There are some with his power
2016-05-01,Season 6,Episode 2,Home,Melisandre,I don't know
2016-05-01,Season 6,Episode 2,Home,Melisandre,"I met a man who came back from the dead, but the priest who did it -- It shouldn't have been possible"
2016-05-01,Season 6,Episode 2,Home,Melisandre,Not for me
2016-05-01,Season 6,Episode 2,Home,Melisandre,"Everything I believed, the great victory I saw in the flames, all of it was a lie"
2016-05-01,Season 6,Episode 2,Home,Melisandre,You were right all along The Lord never spoke to me
2016-05-01,Season 6,Episode 2,Home,Melisandre,I never had this gift
2016-05-01,Season 6,Episode 2,Home,Melisandre,Please
2016-05-08,Season 6,Episode 3,Oathbreaker,Jon Snow,They stabbed me Olly...he put a knife in my heart I shouldn't be here
2016-05-08,Season 6,Episode 3,Oathbreaker,Melisandre,"Afterwards, after they stabbed you, after you died, where did you go? What did you see?"
2016-05-08,Season 6,Episode 3,Oathbreaker,Jon Snow,Nothing There was nothing at all
2016-05-08,Season 6,Episode 3,Oathbreaker,Melisandre,"The Lord let you come back for a reason Stannis was not the prince who was promised, but someone has to be"
2016-05-08,Season 6,Episode 3,Oathbreaker,Jon Snow,I did what I thought was right And I got murdered for it And now I'm back Why?
2016-05-08,Season 6,Episode 3,Oathbreaker,Jon Snow,"I don't know how to do that I thought I did, but...I failed"
2016-05-08,Season 6,Episode 3,Oathbreaker,Jon Snow,I'm not a god
2016-05-08,Season 6,Episode 3,Oathbreaker,Jon Snow,I think so Hold off on burning my body for now
2016-05-08,Season 6,Episode 3,Oathbreaker,Gilly,You all right?
2016-05-08,Season 6,Episode 3,Oathbreaker,Gilly,Did I ever tell you I used to think the sea was called the see because it was nothing but water as far as the eye could see?
2016-05-08,Season 6,Episode 3,Oathbreaker,Gilly,"Sea, see They're spelled different, but they sound the same"
2016-05-08,Season 6,Episode 3,Oathbreaker,Gilly,"It was before I learned how to read, obviously"
2016-05-08,Season 6,Episode 3,Oathbreaker,Gilly,"Sam, are you going to be sick?"
2016-05-08,Season 6,Episode 3,Oathbreaker,Gilly,Won't be long We'll be in the south soon I'm excited to see Oldtown Captain says it's the most beautiful city in Westeros Are you going to vomit again?
2016-05-08,Season 6,Episode 3,Oathbreaker,Gilly,I stayed at Castle Black There's no women allowed there
2016-05-08,Season 6,Episode 3,Oathbreaker,Gilly,"I'll stay in Oldtown, then"
2016-05-08,Season 6,Episode 3,Oathbreaker,Gilly,"So if we're not going to Oldtown, where are you taking me?"
2016-05-08,Season 6,Episode 3,Oathbreaker,Gilly,"Wherever you go, I go, too” That's what you said"
2016-05-08,Season 6,Episode 3,Oathbreaker,Gilly,Us and everyone else in the world
2016-05-08,Season 6,Episode 3,Oathbreaker,Gilly,"I know that, Sam And he does, too You're the only one who ever has"
2016-05-08,Season 6,Episode 3,Oathbreaker,Gilly,"If you think it's for the best, we trust you"
2016-05-08,Season 6,Episode 3,Oathbreaker,Gilly,I'd never do that to the father of my son
2016-05-08,Season 6,Episode 3,Oathbreaker,Bran Stark,That's my father
2016-05-08,Season 6,Episode 3,Oathbreaker,Bran Stark,Ser Arthur Dayne
2016-05-08,Season 6,Episode 3,Oathbreaker,Bran Stark,Father said he was the best swordsman he ever saw
2016-05-08,Season 6,Episode 3,Oathbreaker,Eddard Stark,I looked for you on the Trident
2016-05-08,Season 6,Episode 3,Oathbreaker,Eddard Stark,The Mad King is dead Rhaegar lies beneath the ground Why weren't you there to protect your prince?
2016-05-08,Season 6,Episode 3,Oathbreaker,Eddard Stark,Where's my sister?
2016-05-08,Season 6,Episode 3,Oathbreaker,Eddard Stark,No Now it ends
2016-05-08,Season 6,Episode 3,Oathbreaker,Bran Stark,He's better than my father
2016-05-08,Season 6,Episode 3,Oathbreaker,Bran Stark,But Father beat him
2016-05-08,Season 6,Episode 3,Oathbreaker,Bran Stark,I know he did Heard the story a thousand times
2016-05-08,Season 6,Episode 3,Oathbreaker,Bran Stark,He stabbed him in the back
2016-05-08,Season 6,Episode 3,Oathbreaker,Bran Stark,What's in the tower?
2016-05-08,Season 6,Episode 3,Oathbreaker,Bran Stark,I want to see where he's going
2016-05-08,Season 6,Episode 3,Oathbreaker,Bran Stark,Father!
2016-05-08,Season 6,Episode 3,Oathbreaker,Bran Stark,Why did you do that? Take me back there I want to go back
2016-05-08,Season 6,Episode 3,Oathbreaker,Bran Stark,He heard me
2016-05-08,Season 6,Episode 3,Oathbreaker,Bran Stark,What's in that tower? I want to go back there
2016-05-08,Season 6,Episode 3,Oathbreaker,Bran Stark,Why do I want to return? So I can be a cripple again? So I can talk to an old man in a tree?
2016-05-08,Season 6,Episode 3,Oathbreaker,Bran Stark,So why did you?
2016-05-08,Season 6,Episode 3,Oathbreaker,Bran Stark,I don't want to be you
2016-05-08,Season 6,Episode 3,Oathbreaker,Bran Stark,Learn what?
2016-05-08,Season 6,Episode 3,Oathbreaker,Daenerys Targaryen,What are you doing?! Take your hands off me! I will have your heads!
2016-05-08,Season 6,Episode 3,Oathbreaker,Daenerys Targaryen,You have made a mistake One you will regret I am the wife of the Great Khal
2016-05-08,Season 6,Episode 3,Oathbreaker,Daenerys Targaryen,"Because I am Daenerys Stormborn, the Breaker of Chains, the Queen of Meereen and the Mother of Dragons My place is not here with you"
2016-05-08,Season 6,Episode 3,Oathbreaker,Daenerys Targaryen,Where else would I go? Every khaleesi becomes Dosh Khaleen
2016-05-08,Season 6,Episode 3,Oathbreaker,Varys,I don't know how you stand it in all that leather
2016-05-08,Season 6,Episode 3,Oathbreaker,Varys,If we could have the room
2016-05-08,Season 6,Episode 3,Oathbreaker,Varys,"You look lovely today, my dear You really do How you climbed all those steps without breaking a sweat"
2016-05-08,Season 6,Episode 3,Oathbreaker,Varys,I am not a torturer
2016-05-08,Season 6,Episode 3,Oathbreaker,Varys,Though it so often is what people deserve
2016-05-08,Season 6,Episode 3,Oathbreaker,Varys,"And it does provide answers But they're usually the wrong answers My job is to find the right answers Do you know how I do that? I do it by making people happy I'd like to make you happy, Vala That's your name, isn't it, Vala?"
2016-05-08,Season 6,Episode 3,Oathbreaker,Varys,"That's all right I know who you are and what you've done You've done a lot You've sacrificed your body for a cause, which is more than most people do And you've helped the Sons of the Harpy murder the Unsullied and the Second Sons"
2016-05-08,Season 6,Episode 3,Oathbreaker,Varys,"I understand Well, that makes perfect sense from your perspective I have a different perspective, of course I think it's important that you try to see things from my perspective just as I will try to see them from yours Because that is the only way that I can make you and Dom happy That is how you pronounce it -- Dom? I'm afraid I don't really speak the language Such a handsome boy Those big, brown eyes Good luck keeping the ladies away"
2016-05-08,Season 6,Episode 3,Oathbreaker,Varys,"Children are blameless I have never hurt them Your boy is in no immediate danger, this I swear to you But between us, dear, you did conspire to kill the queen's soldiers We both know the penalty for that crime How will poor Dom get on without his mother? And with his breathing problem"
2016-05-08,Season 6,Episode 3,Oathbreaker,Varys,"Yes, from your perspective, this is a problem There is a third option, though A ship leaving tomorrow for Pentos I've already booked passage for a woman and her young son I'll even throw in a bag of silver to help you start again"
2016-05-08,Season 6,Episode 3,Oathbreaker,Varys,Though I'm afraid we'll have to ask one of our leather-clad friends back in to carry it Far too heavy for me The boat sails at dawn You need to decide now A new life for you and Dom or…
2016-05-08,Season 6,Episode 3,Oathbreaker,Tyrion Lannister,"What should we do while we wait? To pass the time, what should we do? What should we talk about?"
2016-05-08,Season 6,Episode 3,Oathbreaker,Tyrion Lannister,You speak 19 languages You must occasionally use some of them to talk about things
2016-05-08,Season 6,Episode 3,Oathbreaker,Tyrion Lannister,"You two, you spend a great deal of time together What would you be talking about if I weren't here?"
2016-05-08,Season 6,Episode 3,Oathbreaker,Grey Worm,Patrol When I am going on patrol with the Unsullied What we see on patrol Who we captured on patrol
2016-05-08,Season 6,Episode 3,Oathbreaker,Tyrion Lannister,That's good That's very good
2016-05-08,Season 6,Episode 3,Oathbreaker,Tyrion Lannister,But that's a report I was thinking more of a conversation A wise man once said the truth history of the world is the history of great conversation in elegant rooms
2016-05-08,Season 6,Episode 3,Oathbreaker,Missandei,Who said this?
2016-05-08,Season 6,Episode 3,Oathbreaker,Tyrion Lannister,"Me Just now All right, no conversations Let's play a game"
2016-05-08,Season 6,Episode 3,Oathbreaker,Tyrion Lannister,"You don't play games, either one of you, ever?"
2016-05-08,Season 6,Episode 3,Oathbreaker,Grey Worm,Games are for children
2016-05-08,Season 6,Episode 3,Oathbreaker,Missandei,My master Kraznys would sometimes make us play games
2016-05-08,Season 6,Episode 3,Oathbreaker,Tyrion Lannister,"There, that's a start"
2016-05-08,Season 6,Episode 3,Oathbreaker,Missandei,Only the girls
2016-05-08,Season 6,Episode 3,Oathbreaker,Tyrion Lannister,"Oh no, no, no Not that, of course not that Innocent games, fun games, drinking games"
2016-05-08,Season 6,Episode 3,Oathbreaker,Missandei,We do not drink
2016-05-08,Season 6,Episode 3,Oathbreaker,Tyrion Lannister,Until you do
2016-05-08,Season 6,Episode 3,Oathbreaker,Tyrion Lannister,"Alright No drinking We can play without drinking It's a wonderful game I invented it Here's how it works I make a statement about your past If I'm wrong, I drink And if I'm right -- Maybe we can't play without drinking"
2016-05-08,Season 6,Episode 3,Oathbreaker,Tyrion Lannister,"Oh, you took your time"
2016-05-08,Season 6,Episode 3,Oathbreaker,Varys,Sorry I was busy learning who funds the Sons of the Harpy Some things you can't rush
2016-05-08,Season 6,Episode 3,Oathbreaker,Missandei,You found out?
2016-05-08,Season 6,Episode 3,Oathbreaker,Varys,The good masters of Astapor And the wise masters of Yunkai With help from their friends in Volantis
2016-05-08,Season 6,Episode 3,Oathbreaker,Tyrion Lannister,You see? You don't even have to worry about the local rebellion We only have to worry about the three rich foreign cities paying for it
2016-05-08,Season 6,Episode 3,Oathbreaker,Grey Worm,We conquered Asatapor and Yunkai once We will do it again and execute the Masters
2016-05-08,Season 6,Episode 3,Oathbreaker,Tyrion Lannister,"If the Unsullied march off to reconquer Asatapor and Yunkai, who remain to defend the free people of Meereen?"
2016-05-08,Season 6,Episode 3,Oathbreaker,Grey Worm,"If we do not fight them, how can we stop them?"
2016-05-08,Season 6,Episode 3,Oathbreaker,Missandei,"We cannot The Masters only speak one language They spoke it to me for many years I know it better than my mother tongue If we want them to hear us, we must speak it back to them May it be the last thing they ever hear"
2016-05-08,Season 6,Episode 3,Oathbreaker,Tyrion Lannister,You may be right
2016-05-08,Season 6,Episode 3,Oathbreaker,Grey Worm,So we will fight them?
2016-05-08,Season 6,Episode 3,Oathbreaker,Tyrion Lannister,Possibly
2016-05-08,Season 6,Episode 3,Oathbreaker,Missandei,Possibly?
2016-05-08,Season 6,Episode 3,Oathbreaker,Tyrion Lannister,It's a conversation
2016-05-08,Season 6,Episode 3,Oathbreaker,Tyrion Lannister,"Tell me, can the little birds get a message to the good Masters of Astapor, the wise Masters of Yunkai, the benevolent enslavers of Volantis"
2016-05-08,Season 6,Episode 3,Oathbreaker,Varys,"Of course Man can be fickle, but birds always trust"
2016-05-08,Season 6,Episode 3,Oathbreaker,Qyburn,"Your eye looks much better, Arthur How's your mother's jaw?"
2016-05-08,Season 6,Episode 3,Oathbreaker,Qyburn,And your father?
2016-05-08,Season 6,Episode 3,Oathbreaker,Qyburn,And no one will That worked out rather nicely
2016-05-08,Season 6,Episode 3,Oathbreaker,Qyburn,I don't think so Do you miss him?
2016-05-08,Season 6,Episode 3,Oathbreaker,Qyburn,It's funny you should mention that Guess what I happened to find today Candied plums from Dorne
2016-05-08,Season 6,Episode 3,Oathbreaker,Qyburn,"Now remember, if any of your friends like sweets or need help, they can always come to me All I need in return are whispers"
2016-05-08,Season 6,Episode 3,Oathbreaker,Qyburn,No need to be afraid This is Ser Gregor He's friends with all my friends
2016-05-08,Season 6,Episode 3,Oathbreaker,Qyburn,Run along now
2016-05-08,Season 6,Episode 3,Oathbreaker,Cersei Lannister,Varys's little birds
2016-05-08,Season 6,Episode 3,Oathbreaker,Qyburn,"Your little birds now, your Grace"
2016-05-08,Season 6,Episode 3,Oathbreaker,Jaime Lannister,What did you do to him exactly I haven't been able to get a clear answer
2016-05-08,Season 6,Episode 3,Oathbreaker,Qyburn,"Oh, a number of things"
2016-05-08,Season 6,Episode 3,Oathbreaker,Jaime Lannister,"Does he understand what we're saying I mean, to the extent that he ever understood complete sentences in the first place"
2016-05-08,Season 6,Episode 3,Oathbreaker,Qyburn,He understands well enough
2016-05-08,Season 6,Episode 3,Oathbreaker,Jaime Lannister,So tell him to march into the sept and crush the High Sparrow's head like a melon
2016-05-08,Season 6,Episode 3,Oathbreaker,Cersei Lannister,The High Sparrow has hundreds of Faith Militant surrounding him Ser Gregor will can't face them all And he won't have to He'll only have to face one
2016-05-08,Season 6,Episode 3,Oathbreaker,Jaime Lannister,Has the Faith leveled official charges yet?
2016-05-08,Season 6,Episode 3,Oathbreaker,Cersei Lannister,Not yet
2016-05-08,Season 6,Episode 3,Oathbreaker,Jaime Lannister,That is one trial by combat I look forward to watching
2016-05-08,Season 6,Episode 3,Oathbreaker,Cersei Lannister,"Don't stop at the city I want little birds in Dorne, in Highgarden, in the North If someone is planning on making our losses their gains I want to hear it If someone is laughing at the queen who walk naked through the streets covered in shit, I want to hear I want to know who they are I want to where they are"
2016-05-08,Season 6,Episode 3,Oathbreaker,Cersei Lannister,Why are you here
2016-05-08,Season 6,Episode 3,Oathbreaker,Cersei Lannister,Thank you for bringing it up It's well past time we addressed the abuses I endured
2016-05-08,Season 6,Episode 3,Oathbreaker,Jaime Lannister,I'm Lord Commander of the Kingsguard The Lord Commander of the Kingsguard does have a position on the Small Council
2016-05-08,Season 6,Episode 3,Oathbreaker,Cersei Lannister,"Grand Maester Pycelle, would you sanction that statement?"
2016-05-08,Season 6,Episode 3,Oathbreaker,Cersei Lannister,"What about Myrcella's death, Uncle? Do you consider the murder of your own blood a troublesome issue?"
2016-05-08,Season 6,Episode 3,Oathbreaker,Jaime Lannister,The same women who murdered Myrcella have overthrown House Martell and taken control of Dorne We've got a lot to discuss All of us together
2016-05-08,Season 6,Episode 3,Oathbreaker,Cersei Lannister,"And seeing as you cannot make us leave, we best get on with it"
2016-05-08,Season 6,Episode 3,Oathbreaker,Arya Stark,No one
2016-05-08,Season 6,Episode 3,Oathbreaker,Arya Stark,Arya Stark
2016-05-08,Season 6,Episode 3,Oathbreaker,Arya Stark,"Her father was Eddard Stark Her mother was Catelyn Stark She had one sister, Sansa, and four brothers"
2016-05-08,Season 6,Episode 3,Oathbreaker,Arya Stark,Three brothers
2016-05-08,Season 6,Episode 3,Oathbreaker,Arya Stark,"Rob, Bran, Rickon And a half-brother, Jon"
2016-05-08,Season 6,Episode 3,Oathbreaker,Arya Stark,They may be dead for all a girl knows
2016-05-08,Season 6,Episode 3,Oathbreaker,Arya Stark,Also dead
2016-05-08,Season 6,Episode 3,Oathbreaker,Arya Stark,Arya Stark left him to die He was on her list
2016-05-08,Season 6,Episode 3,Oathbreaker,Arya Stark,He was not on her list anymore She'd taken him off it
2016-05-08,Season 6,Episode 3,Oathbreaker,Arya Stark,She did and she did not
2016-05-08,Season 6,Episode 3,Oathbreaker,Arya Stark,"Yes, she was"
2016-05-08,Season 6,Episode 3,Oathbreaker,Arya Stark,"Cersei Lannister, Gregor Clegane, Walder Frey"
2016-05-08,Season 6,Episode 3,Oathbreaker,Arya Stark,Which name would you like a girl to speak?
2016-05-08,Season 6,Episode 3,Oathbreaker,Arya Stark,A girl has no name
2016-05-08,Season 6,Episode 3,Oathbreaker,Ramsay Bolton,The Umbers are a famously loyal house
2016-05-08,Season 6,Episode 3,Oathbreaker,Ramsay Bolton,"When my father became Warden of the North, your house refused to pledge their banners"
2016-05-08,Season 6,Episode 3,Oathbreaker,Ramsay Bolton,"My beloved father, the Warden --"
2016-05-08,Season 6,Episode 3,Oathbreaker,Ramsay Bolton,My father was poisoned by our enemies
2016-05-08,Season 6,Episode 3,Oathbreaker,Ramsay Bolton,"Why have you come to Winterfell, Lord Umber?"
2016-05-08,Season 6,Episode 3,Oathbreaker,Ramsay Bolton,So now you've come seeking help?
2016-05-08,Season 6,Episode 3,Oathbreaker,Ramsay Bolton,Pledge your banners to House Bolton Swear loyalty to me as Warden of the North and we will fight together to destroy the bastard and all his wildling friends
2016-05-08,Season 6,Episode 3,Oathbreaker,Ramsay Bolton,Traditionally a bannerman kneels before his lord
